"licence_numbers","business_name","name_of_license","premise_address","Postal.Code","Lat","Long"
"B02008E000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","845 YISHUN STREET 81 #01-184, S(760845)","760845",1.416079404249,103.835019190337
"B02011P000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","524A JELAPANG ROAD #03-13/18, GREENRIDGE SHOPPING CENTRE S(671524)","671524",1.38529556526689,103.766170530147
"B02012N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","768 WOODLANDS AVENUE 6 #01-34, WOODLANDS MART S(730768)","730768",1.44564787003157,103.798162285805
"B02015J000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","122 ANG MO KIO AVENUE 3 #01-1753,#01-1757,#01-1755, S(560122)","560122",1.37018860668947,103.843413231524
"B02017C000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","301 WOODLANDS STREET 31 #01-217, S(730301)","730301",1.4315052703273,103.773515659097
"B02020N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JELEBU ROAD #02-20,#01-15, BUKIT PANJANG PLAZA S(677743)","677743",1.37989494369864,103.764459887796
"B02021L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","30 SEMBAWANG DRIVE #B1-01-03, SUN PLAZA S(757713)","757713",1.44820036592783,103.819530140823
"B02022K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","71 WOODLANDS AVENUE 3 #01-01, MARSILING MRT STATION S(739044)","739044",1.43262603485889,103.774051197031
"B02024E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","888 WOODLANDS DRIVE 50 #01-757, 888 PLAZA S(730888)","730888",1.43712301500434,103.795314383823
"B02025C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","414 YISHUN RING ROAD #01-1853, S(760414)","760414",1.42452849741737,103.846595546746
"B02026B000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","445 FAJAR ROAD #01-536, S(670445)","670445",1.38357469942896,103.770868459633
"B02032E000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","161 ANG MO KIO AVENUE 4 #01-504, S(560161)","560161",1.37416445374568,103.839549130658
"B02034B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","30 WOODLANDS AVENUE 1, WOODGROVE S(739065)","739065",1.42938474074212,103.781292115087
"B02035A000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","548 WOODLANDS DRIVE 44 #01-37/38, VISTA POINT S(730548)","730548",1.43099931590445,103.794101574732
"B02037X000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","883 WOODLANDS STREET 82 #01-498, WOODLANDS NORTH PLAZA S(730883)","730883",1.44283592110679,103.790770766025
"B02038P000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","925 YISHUN CENTRAL 1 #01-211, S(760925)","760925",1.42823085122583,103.837450252524
"B02039N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","293 YISHUN STREET 22 #01-261, S(760293)","760293",1.43611425409216,103.837605235958
"B02041C000","Hwa soon heng mini supermarket","Tan Kwee Eng","327 YISHUN RING ROAD #01-1320, S(760327)","760327",1.43007109914643,103.842396446526
"B02060V000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","256 BANGKIT ROAD #01-69, S(670256)","670256",1.37904775889844,103.773004042544
"B02093B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","301 YISHUN AVENUE 2 #01-02, YISHUN MRT STATION S(769093)","769093",1.42951728655037,103.835058273602
"B02099L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","849 YISHUN RING ROAD #01-3703, S(760849)","760849",1.41695924255318,103.83535191292
"B03074A000","The butcher","THE BUTCHER (SINGAPORE) PTE. LTD.","44 JALAN MERAH SAGA #01-50, S(278116)","278116",1.31192195425084,103.796844037126
"B03078N000","Fish market","ROSWELL ENTERPRISE PTE. LTD.","34 GREENWOOD AVENUE, S(289236)","289236",1.33183246511303,103.806492461663
"B03099C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","628 SENJA ROAD #01-01, S(670628)","670628",1.38509602471476,103.760218434373
"B85098V000","Hao mart","HAO MART PTE. LTD.","239 YISHUN RING ROAD #01-1150, S(760239)","760239",1.43359514649201,103.839685373602
"B92077A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","418 YISHUN AVENUE 11 #01-433, S(760418)","760418",1.4248993192219,103.847249789758
"B98014C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","215 ANG MO KIO AVENUE 1 #01-877, S(560215)","560215",1.36650575716426,103.84181118487
"B99041L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 ORCHID CLUB ROAD #01-34, ORCHID COUNTRY CLUB S(769162)","769162",1.41119819060234,103.844438313314
"C02024A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)","268802",1.33077492770988,103.795713392342
"C02025V000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","293 HOLLAND ROAD, COLD STORAGE JELITA S(278628)","278628",1.31754555939886,103.785850542515
"C02026X000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","2 JURONG EAST STREET 21 #01-100, IMM BUILDING S(609601)","609601",1.33491758755437,103.746877132868
"C02032A000","Lotus grocery","LOTUS GROCERY","15 ENG KONG TERRACE, ENG KONG PARK S(598987)","598987",1.33638188559532,103.768386558311
"C02033V000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","154A BUKIT BATOK WEST AVENUE 8 #01-01, S(651154)","651154",1.34737180152613,103.743698106143
"C02034X000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)","269707",1.32383512178759,103.809999570047
"C02035P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","451 CLEMENTI AVENUE 3 #01-307, S(120451)","120451",1.31248109025097,103.765476495005
"C02036N000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)","588996",1.3386316527745,103.778585430975
"C02037L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","135 JURONG EAST STREET 13 #01-337, S(600135)","600135",1.33382294191646,103.739755036969
"C02038K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JURONG WEST CENTRAL 2 #B1-09, JURONG POINT S(648886)","648886",1.33945200436319,103.706685012654
"C02040A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","63/66 YUNG KUANG ROAD, #01-119/02-119 S(610063) #01-119/02-119","610063",1.33221398206902,103.722691571538
"C02041V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","399 YUNG SHENG ROAD, #01-43A & 01-35 S(610399) #01-43A & 01-35","610399",1.33484487471259,103.720462024278
"C02046K000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 BUKIT BATOK CENTRAL LINK #B1-01, WEST MALL S(658713)","658713",1.35037541626109,103.74912389291
"C02047J000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","345 CLEMENTI AVENUE 5 #01-78, S(120345)","120345",1.31770281154049,103.769076731999
"C02048E000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)","588177",1.34241264188642,103.776539385406
"C02050X000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","3 YUAN CHING ROAD #01-, #01-01A/02 S(618642) #01-01A/02","618642",1.32547408835086,103.725247683743
"C02052N000","Ridgewood gourmet","Yeo Keng Guan","5 RIDGEWOOD CLOSE, RIDGEWOOD CONDOMINIUM S(276696)","276696",1.3166189803866,103.77894725541
"C02053L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","166 BUKIT BATOK WEST AVENUE 8, #01-256/258 S(650166) #01-256/258","650166",1.34715255032968,103.742824825591
"C02080E000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","61 TEBAN GARDENS ROAD #01-21, S(600061)","600061",1.3223749703177,103.738412755847
"C02104B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","10 BUKIT BATOK CENTRAL #01-08, S(659958)","659958",1.3487108105756,103.749334517338
"C03010C000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 MARITIME SQUARE, HARBOURFRONT CENTRE S(099253) #01-47/48/49/50","099253",1.26401293230767,103.82005101011
"C79031J000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","21 GHIM MOH ROAD #01-177, S(270021)","270021",1.31010302594118,103.788545950724
"C85274C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","345 JURONG EAST STREET 31 #01-29, S(600345)","600345",1.34551210586752,103.73121914575
"C99107C000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","1 JURONG WEST CENTRAL 2 #B1-26, JURONG POINT SHOPPING CENTRE S(648886)","648886",1.33945200436319,103.706685012654
"CE04086K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","57 DAWSON ROAD #01-01, DAWSON PLACE S(142057)","142057",1.29270339855062,103.810958956467
"CE04334P000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","233 ANG MO KIO AVENUE 3 #01-1168, S(560233)","560233",1.36754924977907,103.836740628478
"CE04558K000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","108 MCNAIR ROAD #01-295, S(321108)","321108",1.3216190383169,103.859382719506
"CE05039P000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","201 YISHUN AVENUE 2 #01-03, KHATIB MRT STATION S(769092)","769092",1.41758906054002,103.833061043125
"CE05096V000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","316B ANG MO KIO STREET 31 #01-11, MULTI STOREY CAR PARK S(563316)","563316",1.36462540270464,103.847677034369
"CE05295K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","71 KALLANG BAHRU #02-531, S(330071)","330071",1.3209929422065,103.870389998344
"CE05380X000","Little farms","LITTLE FARMS PTE. LTD.","491 RIVER VALLEY ROAD #01-20,#01-20K,#01-24,#01-25, S(248371)","248371",1.2930991715203,103.827046215651
"CE05487V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JALAN BUKIT MERAH #01-4500, S(150001)","150001",1.28647148628638,103.808275089948
"CE06044N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","491 RIVER VALLEY ROAD #01-14, VALLEY POINT S(248371)","248371",1.2930991715203,103.827046215651
"CE06464C000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)","259760",1.32257316934913,103.814245542255
"CE06L48L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","10 SINARAN DRIVE #04-47/48, SQUARE 2 S(307506)","307506",1.32044103104797,103.844192628979
"CE06M36N000","Fairprice xtra","NTUC FAIRPRICE CO-OPERATIVE LTD","53 ANG MO KIO AVENUE 3 #B2-40, S(569933)","569933",1.36923561405404,103.848693181185
"CE07320C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","43 CAMBRIDGE ROAD #01-15, S(210043)","210043",1.31536302699791,103.849434501824
"CE07705A000","Fpxpress","CHEERS HOLDINGS (2004) PTE. LTD.","30 GREENWOOD AVENUE, HILLCREST PARK S(289230)","289230",1.33176092057825,103.806586709072
"CE07783P000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","88 TANGLIN HALT ROAD #01-10, MULTI STOREY CAR PARK S(141088)","141088",1.301864727407,103.798174301286
"CE07D83B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","5 UPPER BOON KENG ROAD #01-05, MULTI STOREY CAR PARK S(380005)","380005",1.31261985181285,103.87252513932
"CE08015J000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","18/20 KIM TIAN ROAD, KAI FOOK MANSION S(169252)","169252",1.28481163867942,103.829306826998
"CE08808B000","Swiss butchery","SWISS BUTCHERY PTE LTD","56 TANGLIN ROAD #01-02, S(247964)","247964",1.30561166483047,103.82296294094
"CE08H32N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","80 LORONG LIMAU #01-191, S(320080)","320080",1.32379607125113,103.855670620709
"CE09512V000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","512 BISHAN STREET 13 #01-524, S(570512)","570512",1.34962234975345,103.849881702733
"CE09685B000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","20 GREENWOOD AVENUE, HILLCREST PARK S(289215)","289215",1.33149129253859,103.806809027748
"CE09874X000","Mini mart","AL MARCHE PTE. LTD.","2 MARINA BOULEVARD #B1-05, SAIL @ MARINA BAY, THE S(018987)","018987",1.28076943476846,103.852658562152
"CE09H10X000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","180 KITCHENER ROAD #B1-09/10, CITY SQUARE MALL S(208539)","208539",1.31135169933195,103.856724057693
"CE10085L000","Prb trading","PRB TRADING PTE. LTD.","230 GEYLANG ROAD, #B1-01 & #01-01 S(389290)","389290",1.31208817725995,103.877388748956
"CE10637N000","Family needs","FAMILY NEEDS PTE. LTD.","64 RANGOON ROAD, R66 APARTMENTS S(218354)","218354",1.31391051715464,103.854392537736
"CE10B87J000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","383 BUKIT TIMAH ROAD #01-09A, ALOCASSIA APARTMENTS S(259727)","259727",1.31943645952176,103.827347301883
"CE10I13B000","Foodie market place","FOODIE MARKET PLACE PTE. LTD.","225 OUTRAM ROAD, S(169038)","169038",1.2834507756763,103.835371238027
"CE11B47P000","Hao mart","HAO MART PTE. LTD.","32 LORONG 11 GEYLANG, S(388724)","388724",1.31346903148114,103.877004748853
"CE11C49E000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","26 JALAN MEMBINA #01-07, S(161026)","161026",1.28263437649669,103.825595753657
"CE11F41C000","Fairprice shop","NTUC FAIRPRICE CO-OPERATIVE LTD","150 SILAT AVENUE #01-44, S(160150)","160150",1.27707706824333,103.831425856916
"CE11H82X000","Kosher shop","Jewish Welfare Board, Singapore, The","24 WATERLOO STREET #02-01, JEWISH SYNAGOGUE S(187950)","187950",1.29824645365032,103.850683146693
"CE11M39P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","6 SCOTTS ROAD, SCOTTS SQUARE S(228209) #B1-03/07 & #B1-10","228209",1.30585582603508,103.832984356543
"CE11N90C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","712 ANG MO KIO AVENUE 6 #01-4056, S(560712)","560712",1.3714109677026,103.847084468485
"CE11P32L000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 SELETAR ROAD #01-11, GREENWICH, THE S(807011)","807011",1.38736769500018,103.869348049282
"CE12096L000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","1 JALAN BERSEH #B1-03/22, NEW WORLD CENTRE S(209037)","209037",1.30778509510261,103.857010982845
"CE12546B000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","301 GEYLANG ROAD, BCH@301 S(389344) #01-02, #02-01/02/03/04/05","389344",1.31272117351252,103.878642017231
"CE12695A000","Hao mart","HAO MART PTE. LTD.","74 WHAMPOA DRIVE #01-332,#01-336,#01-334, S(320074)","320074",1.32471579654689,103.857752875203
"CE12H50C000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","100 TRAS STREET #B1-01, 100 AM S(079027)","079027",1.27468281482263,103.843488359469
"CE12H94B000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","542B SERANGOON NORTH AVENUE 3 #02-01, MUTLI STOREY CAR PARK S(552542)","552542",1.37368393003779,103.871416978631
"CE12J32X000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","2 ANG MO KIO DRIVE #01-12, ITE COLLEGE CENTRAL S(567720)","567720",1.37789204897273,103.856411982029
"CE12V01C000","Hao mart","HAO MART PTE. LTD.","16 JALAN KURAS, SEMBAWANG HILLS ESTATE S(577729)","577729",1.37307949430462,103.829630839555
"CE13539N000","Supernature","CULINA PTE. LTD.","583 ORCHARD ROAD, FORUM S(238884) #B1-05/06/07/08/09","238884",1.30619579912712,103.828509016327
"CE13O90C000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","20 AH HOOD ROAD #02-01, S(329984)","329984",1.32702991607724,103.846490871841
"CE13R25C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","447A JALAN KAYU #01-02, S(791447)","791447",1.39213828470085,103.872490555974
"CE13S05E000","Labiba enterprise","HAMINI PTE. LTD.","249 JALAN KAYU, S(799473)","799473",1.39657691054767,103.872860366695
"CE13Z03L000","Giant hyperfresh","COLD STORAGE SINGAPORE (1983) PTE LTD","3 TEMASEK BOULEVARD #B1-154,#B1-155,#B1-156, SUNTEC CITY MALL S(038983)","038983",1.29571152468885,103.858552585838
"CE13Z98K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","808 FRENCH ROAD #01-01, KITCHENER COMPLEX S(200808)","200808",1.30878216502928,103.861378522287
"CE14938E000","Song fish- seafood market place","SONG FISH DEALER PTE LTD","133 NEW BRIDGE ROAD #B1-26, CHINATOWN POINT S(059413)","059413",1.28499882847401,103.844697081142
"CE14G73B000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","12 KALLANG AVENUE #01-47, APERIA S(339511)","339511",1.30971120678144,103.864326436447
"CE14L50J000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","33 SENGKANG WEST AVENUE #B2-24, THE SELETAR MALL S(797653)","797653",1.39131549124709,103.876213231014
"CE14Q85A000","B&s minimart","B & S MINI MART PTE. LTD.","310 GEYLANG ROAD, S(389349)","389349",1.31245131450842,103.879622127227
"CE15023A000","Gw minimart","GW TRADER PTE. LTD.","8 SELETAR NORTH LINK #G1-03, PPT LODGE 1A S(797455)","797455",1.41833138632619,103.896447883223
"CE15042P000","Phan99 supermart","PHAN99 INVESTMENTS PTE. LTD.","2 SELETAR NORTH LINK #01-38, PPT LODGE 1B S(797601)","797601",1.41703222456972,103.896085339374
"CE15577J000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","442 ORCHARD ROAD #B1-01/11, ORCHARD HOTEL S(238879)","238879",1.30766860940267,103.828164396352
"CE15695V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","279 SENGKANG EAST AVENUE #01-06, MULTI STOREY CAR PARK S(540279)","540279",1.38621835522425,103.89299549602
"CE15B61K000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","330 ANCHORVALE STREET #01-01, S(540330)","540330",1.3968497990014,103.889246755784
"CE15F60K000","Huber's","HUBER'S PTE. LTD.","22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey","249679",1.30679240314535,103.810185814417
"CE15G35E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","20 LENGKOK BAHRU #01-13, S(159053)","159053",1.28686170538596,103.813904189286
"CE15J25N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","85 DAWSON ROAD #01-01, MULTI STOREY CAR PARK S(141085)","141085",1.29531966312622,103.809758591447
"CE16913J000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","473 FERNVALE STREET #01-06, FERNVALE RIVERGROVE S(790473)","790473",1.39779874741053,103.881698806174
"CE16E64A000","Hao mart","HAO MART PTE. LTD.","106 HENDERSON CRESCENT #01-47, HENDERSONVILLE S(150106)","150106",1.28942607947152,103.822276781927
"CE16I13V000","Iroha mart","IROHA INTERNATIONAL PTE. LTD.","68 ORCHARD ROAD #B2-17,#B2-18, PLAZA SINGAPURA S(238839)","238839",1.30083413030923,103.845072743164
"CE16K18V000","Fairprice shop","NTUC FAIRPRICE CO-OPERATIVE LTD","574 ANG MO KIO AVENUE 10 #01-1847, S(560574)","560574",1.37089456931834,103.856396509138
"CE16M43E000","Little farms","LITTLE FARMS PTE. LTD.","7 WALLICH STREET #B2-06, TANJONG PAGAR CENTRE S(078884)","078884",1.27672492702287,103.845155395387
"CE17174A000","Taste singapore","TASTE (SINGAPORE) PRIVATE LIMITED","118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)","278997",1.31056351475336,103.796107173318
"CE17A77E000","Cavemen","CAVEMEN PTE. LTD.","1 JALAN DUSUN #01-11/12,#01-09/10, ONE DUSUN RESIDENCES S(329363)","329363",1.32696539864482,103.84367423097
"CE17E43B000","Hao mart","HAO MART PTE. LTD.","410A SIN MING AVENUE #01-02, MULTI STOREY CAR PARK S(571410)","571410",1.36321663626182,103.835456921925
"CE17F56J000","Iroha mart","IROHA INTERNATIONAL PTE. LTD.","133 NEW BRIDGE ROAD #B1-11, CHINATOWN POINT S(059413)","059413",1.28499882847401,103.844697081142
"CE17J36N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","5 STRAITS VIEW #B2-15/16, THE HEART S(018935)","018935",1.27737235072298,103.852844801266
"CE17K55B000","Fairprice shop","NTUC FAIRPRICE CO-OPERATIVE LTD","30 BENDEMEER ROAD #01-871, BENDEMEER VILLE S(330030)","330030",1.31909343822193,103.863905325578
"CE17L02A000","Fairprice shop","NTUC FAIRPRICE CO-OPERATIVE LTD","95 LORONG 4 TOA PAYOH #01-70,#01-72,#01-68, TOA PAYOH PALM SPRING S(310095)","310095",1.338974038346,103.849002148998
"CE17L45A000","Don don donki","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","181 ORCHARD ROAD #B2-01/03,#B2-23/48, ORCHARD CENTRAL S(238896)","238896",1.30083890839245,103.839434733899
"CE17M26A000","Hao mart","HAO MART PTE. LTD.","17 JALAN TENTERAM #01-128, S(321017)","321017",1.32821169071169,103.859812573047
"CE17M36X000","Hao mart","HAO MART PTE. LTD.","146 JALAN BUKIT MERAH #01-1074, S(160146)","160146",1.27784876576774,103.830811459909
"CE17P14L000","Sf farm mart","SF (313) PTE. LTD.","3 TEMASEK BOULEVARD #01-616,#01-617, SUNTEC CITY MALL S(038983)","038983",1.29571152468885,103.858552585838
"CE17Q32B000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","417 FERNVALE LINK #01-11, MULTI STOREY CAR PARK S(790417)","790417",1.39158622983505,103.879874611419
"CE17Q33A000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","338 ANCHORVALE CRESCENT #01-11, MULTI STOREY CAR PARK S(540338)","540338",1.39922772538912,103.88965593061
"CE18A78X000","Don don donki","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","100 TRAS STREET #02-22/26,#03-01/05,#02-01/05,#03-19/23, 100 AM S(079027)","079027",1.27468281482263,103.843488359469
"CE18G73N000","Hao mart","HAO MART PTE. LTD.","91 TELOK BLANGAH STREET 31 #01-02,#01-03,#01-04, S(100091)","100091",1.27627970533812,103.806955809842
"CE18I13C000","Little farms","LITTLE FARMS PTE. LTD.","3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)","277725",1.31067976097165,103.795260908624
"CE18P85X000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","111 SOMERSET ROAD #01-01/02,#01-21/30, TRIPLEONE SOMERSET S(238164)","238164",1.30020625685959,103.837317132796
"CE18R47X000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","991 BUANGKOK LINK #01-28, MULTI STOREY CAR PARK S(530991)","530991",1.38433426615655,103.881623070164
"CE18R71X000","Your grocer","YOUR GROCER PRIVATE LIMITED","34 JALAN BUKIT HO SWEE #01-870, THE BEO CRESCENT S(160034)","160034",1.28807687600985,103.82708127923
"CE18T11J000","Jo by cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","8A MARINA BOULEVARD #B2-44-50, MARINA BAY LINK MALL S(018984)","018984",1.27992126239604,103.854773147641
"CE18T88K000","Don don donki","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","180 KITCHENER ROAD #B2-07,#B2-17,#B2-18,#B2-06, CITY SQUARE MALL S(208539)","208539",1.31135169933195,103.856724057693
"CE18W55K000","Hao mart","HAO MART PTE. LTD.","803 KING GEORGE'S AVENUE #01-168, S(200803)","200803",1.30811749102335,103.861188606169
"CE19351J000","Jasons deli by cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","2 BAYFRONT AVENUE #01-29, MARINA BAY SANDS S(018972)","018972",1.28332249857386,103.857629111139
"CE19392L000","Culina","CULINA PTE. LTD.","15 DEMPSEY ROAD, S(249675)","249675",1.30518823313112,103.810314282281
"CE19799X000","Suzyameer frozen","SUZYAMEER FROZEN PTE. LTD.","991 BUANGKOK LINK #01-24/25, MULTI STOREY CAR PARK S(530991)","530991",1.38433426615655,103.881623070164
"CE19878A000","Don don donki","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","10 SINARAN DRIVE #B1-01/85, SQUARE 2 S(307506)","307506",1.32044103104797,103.844192628979
